player,team,sport,projection,edge,market,dk_line,direction,reason,date,league,matchup,game_time,role,status,stat,period,market_type,market_family,line_source,catalog_supported,line_status,alert_eligible,truth_note,market_line,tc_projection,tc_target,threshold,signal,why,raw_average,source,actual,result
Frieda Buhner,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.9993600000000002,3.2,3.3,0.5,PROJECTION ONLY,Frieda Buhner projected 3.2 rebounds (full game) vs. line of 3.0 — 7% edge to the OVER,0.4,SELF_EDGE,,PENDING
Frieda Buhner,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.0310300000000003,1.1,1.13,0.5,PROJECTION ONLY,Frieda Buhner projected 1.1 assists (full game) vs. line of 1.0 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Frieda Buhner,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.8918,1,0.98,0.5,PROJECTION ONLY,Frieda Buhner projected 1.0 three-pointers (full game) vs. line of 0.9 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Frieda Buhner,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.55692,0.6,0.61,0.5,PROJECTION ONLY,Frieda Buhner projected 0.6 steals (full game) vs. line of 0.6 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Teja Oblak,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,10.892700000000001,11.4,11.97,0.5,PROJECTION ONLY,Teja Oblak projected 11.4 points (full game) vs. line of 10.9 — 7% edge to the OVER,1.4,SELF_EDGE,,PENDING
Teja Oblak,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.8119,3,3.09,0.5,PROJECTION ONLY,Teja Oblak projected 3.0 rebounds (full game) vs. line of 2.8 — 7% edge to the OVER,0.4,SELF_EDGE,,PENDING
Teja Oblak,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,5.24888,5.6,5.77,0.5,PROJECTION ONLY,Teja Oblak projected 5.6 assists (full game) vs. line of 5.2 — 7% edge to the OVER,0.7,SELF_EDGE,,PENDING
Teja Oblak,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.51606,1.7,1.67,0.5,PROJECTION ONLY,Teja Oblak projected 1.7 three-pointers (full game) vs. line of 1.5 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Teja Oblak,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.20666,1.3,1.33,0.5,PROJECTION ONLY,Teja Oblak projected 1.3 steals (full game) vs. line of 1.2 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Luisa Geiselsoder,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,6.97515,7.3,7.67,0.5,PROJECTION ONLY,Luisa Geiselsoder projected 7.3 points (full game) vs. line of 7.0 — 7% edge to the OVER,0.9,SELF_EDGE,,PENDING
Luisa Geiselsoder,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,3.6554700000000007,3.9,4.02,0.5,PROJECTION ONLY,Luisa Geiselsoder projected 3.9 rebounds (full game) vs. line of 3.7 — 7% edge to the OVER,0.5,SELF_EDGE,,PENDING
Luisa Geiselsoder,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.8746,2,2.06,0.5,PROJECTION ONLY,Luisa Geiselsoder projected 2.0 assists (full game) vs. line of 1.9 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Luisa Geiselsoder,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.15934,1.3,1.27,0.5,PROJECTION ONLY,Luisa Geiselsoder projected 1.3 three-pointers (full game) vs. line of 1.2 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Luisa Geiselsoder,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.55692,0.6,0.61,0.5,PROJECTION ONLY,Luisa Geiselsoder projected 0.6 steals (full game) vs. line of 0.6 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Luisa Geiselsoder,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,BLK,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.55692,0.6,0.61,0.5,PROJECTION ONLY,Luisa Geiselsoder projected 0.6 blocks (full game) vs. line of 0.6 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Serah Williams,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,8.026200000000001,8.4,8.82,0.5,PROJECTION ONLY,Serah Williams projected 8.4 points (full game) vs. line of 8.0 — 7% edge to the OVER,1,SELF_EDGE,,PENDING
Serah Williams,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,5.3426100000000005,5.7,5.87,0.5,PROJECTION ONLY,Serah Williams projected 5.7 rebounds (full game) vs. line of 5.3 — 7% edge to the OVER,0.7,SELF_EDGE,,PENDING
Serah Williams,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.0310300000000003,1.1,1.13,0.5,PROJECTION ONLY,Serah Williams projected 1.1 assists (full game) vs. line of 1.0 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Serah Williams,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.7425600000000001,0.8,0.82,0.5,PROJECTION ONLY,Serah Williams projected 0.8 steals (full game) vs. line of 0.7 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Serah Williams,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,BLK,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.55692,0.6,0.61,0.5,PROJECTION ONLY,Serah Williams projected 0.6 blocks (full game) vs. line of 0.6 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Nyadiew Puoch,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,4.7775,5,5.25,0.5,PROJECTION ONLY,Nyadiew Puoch projected 5.0 points (full game) vs. line of 4.8 — 7% edge to the OVER,0.6,SELF_EDGE,,PENDING
Nyadiew Puoch,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.1557899999999997,2.3,2.37,0.5,PROJECTION ONLY,Nyadiew Puoch projected 2.3 rebounds (full game) vs. line of 2.2 — 7% edge to the OVER,0.3,SELF_EDGE,,PENDING
Nyadiew Puoch,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.0310300000000003,1.1,1.13,0.5,PROJECTION ONLY,Nyadiew Puoch projected 1.1 assists (full game) vs. line of 1.0 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Nyadiew Puoch,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.4459,0.5,0.49,0.5,PROJECTION ONLY,Nyadiew Puoch projected 0.5 three-pointers (full game) vs. line of 0.4 — 7% edge to the OVER,0,SELF_EDGE,,PENDING
Nyadiew Puoch,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.9282,1,1.02,0.5,PROJECTION ONLY,Nyadiew Puoch projected 1.0 steals (full game) vs. line of 0.9 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Nyadiew Puoch,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,BLK,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.18564000000000003,0.2,0.2,0.5,PROJECTION ONLY,Nyadiew Puoch projected 0.2 blocks (full game) vs. line of 0.2 — 7% edge to the OVER,-0.3,SELF_EDGE,,PENDING
Jordan Harrison,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,5.25525,5.5,5.78,0.5,PROJECTION ONLY,Jordan Harrison projected 5.5 points (full game) vs. line of 5.3 — 7% edge to the OVER,0.7,SELF_EDGE,,PENDING
Jordan Harrison,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.4996800000000001,1.6,1.65,0.5,PROJECTION ONLY,Jordan Harrison projected 1.6 rebounds (full game) vs. line of 1.5 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Jordan Harrison,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,8.060780000000001,8.6,8.86,0.5,PROJECTION ONLY,Jordan Harrison projected 8.6 assists (full game) vs. line of 8.1 — 7% edge to the OVER,1,SELF_EDGE,,PENDING
Jordan Harrison,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,BLK,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.7425600000000001,0.8,0.82,0.5,PROJECTION ONLY,Jordan Harrison projected 0.8 blocks (full game) vs. line of 0.7 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Kamiah Smalls,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,11.94375,12.5,13.12,0.5,PROJECTION ONLY,Kamiah Smalls projected 12.5 points (full game) vs. line of 11.9 — 7% edge to the OVER,1.5,SELF_EDGE,,PENDING
Kamiah Smalls,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,4.6865000000000006,5,5.15,0.5,PROJECTION ONLY,Kamiah Smalls projected 5.0 assists (full game) vs. line of 4.7 — 7% edge to the OVER,0.6,SELF_EDGE,,PENDING
Kamiah Smalls,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.94294,3.3,3.23,0.5,PROJECTION ONLY,Kamiah Smalls projected 3.3 three-pointers (full game) vs. line of 2.9 — 7% edge to the OVER,0.4,SELF_EDGE,,PENDING
Karlie Samuelson,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,6.4018500000000005,6.7,7.04,0.5,PROJECTION ONLY,Karlie Samuelson projected 6.7 points (full game) vs. line of 6.4 — 7% edge to the OVER,0.8,SELF_EDGE,,PENDING
Karlie Samuelson,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.8746,2,2.06,0.5,PROJECTION ONLY,Karlie Samuelson projected 2.0 rebounds (full game) vs. line of 1.9 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Karlie Samuelson,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.31222,1.4,1.44,0.5,PROJECTION ONLY,Karlie Samuelson projected 1.4 assists (full game) vs. line of 1.3 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Karlie Samuelson,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.2485199999999999,1.4,1.37,0.5,PROJECTION ONLY,Karlie Samuelson projected 1.4 three-pointers (full game) vs. line of 1.2 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Karlie Samuelson,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.7425600000000001,0.8,0.82,0.5,PROJECTION ONLY,Karlie Samuelson projected 0.8 steals (full game) vs. line of 0.7 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Karlie Samuelson,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,BLK,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.37128000000000005,0.4,0.41,0.5,PROJECTION ONLY,Karlie Samuelson projected 0.4 blocks (full game) vs. line of 0.4 — 7% edge to the OVER,-0.1,SELF_EDGE,,PENDING
Holly Winterburn,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,6.4018500000000005,6.7,7.04,0.5,PROJECTION ONLY,Holly Winterburn projected 6.7 points (full game) vs. line of 6.4 — 7% edge to the OVER,0.8,SELF_EDGE,,PENDING
Holly Winterburn,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.9683300000000004,2.1,2.16,0.5,PROJECTION ONLY,Holly Winterburn projected 2.1 rebounds (full game) vs. line of 2.0 — 7% edge to the OVER,0.3,SELF_EDGE,,PENDING
Holly Winterburn,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,4.873960000000001,5.2,5.36,0.5,PROJECTION ONLY,Holly Winterburn projected 5.2 assists (full game) vs. line of 4.9 — 7% edge to the OVER,0.6,SELF_EDGE,,PENDING
Holly Winterburn,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.26754,0.3,0.29,0.5,PROJECTION ONLY,Holly Winterburn projected 0.3 three-pointers (full game) vs. line of 0.3 — 7% edge to the OVER,-0.2,SELF_EDGE,,PENDING
Holly Winterburn,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.9282,1,1.02,0.5,PROJECTION ONLY,Holly Winterburn projected 1.0 steals (full game) vs. line of 0.9 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Sania Feagin,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.3432500000000003,2.5,2.58,0.5,PROJECTION ONLY,Sania Feagin projected 2.5 rebounds (full game) vs. line of 2.3 — 7% edge to the OVER,0.3,SELF_EDGE,,PENDING
Sania Feagin,POR,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,BENCH,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,4.6865000000000006,5,5.15,0.5,PROJECTION ONLY,Sania Feagin projected 5.0 assists (full game) vs. line of 4.7 — 7% edge to the OVER,0.6,SELF_EDGE,,PENDING
Sonia Citron,WSH,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,START,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,12.4215,13,13.65,0.5,PROJECTION ONLY,Sonia Citron projected 13.0 points (full game) vs. line of 12.4 — 7% edge to the OVER,1.6,SELF_EDGE,,PENDING
Sonia Citron,WSH,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,START,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.71817,2.9,2.99,0.5,PROJECTION ONLY,Sonia Citron projected 2.9 rebounds (full game) vs. line of 2.7 — 7% edge to the OVER,0.3,SELF_EDGE,,PENDING
Sonia Citron,WSH,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,START,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.3432500000000003,2.5,2.58,0.5,PROJECTION ONLY,Sonia Citron projected 2.5 assists (full game) vs. line of 2.3 — 7% edge to the OVER,0.3,SELF_EDGE,,PENDING
Sonia Citron,WSH,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,START,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.80262,0.9,0.88,0.5,PROJECTION ONLY,Sonia Citron projected 0.9 three-pointers (full game) vs. line of 0.8 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Sonia Citron,WSH,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,START,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.9282,1,1.02,0.5,PROJECTION ONLY,Sonia Citron projected 1.0 steals (full game) vs. line of 0.9 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Sonia Citron,WSH,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,START,ACTIVE,BLK,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.4641,0.5,0.51,0.5,PROJECTION ONLY,Sonia Citron projected 0.5 blocks (full game) vs. line of 0.5 — 7% edge to the OVER,0,SELF_EDGE,,PENDING
Kiki Iriafen,WSH,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,START,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,13.185900000000002,13.8,14.49,0.5,PROJECTION ONLY,Kiki Iriafen projected 13.8 points (full game) vs. line of 13.2 — 7% edge to the OVER,1.7,SELF_EDGE,,PENDING
Kiki Iriafen,WSH,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,START,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,8.060780000000001,8.6,8.86,0.5,PROJECTION ONLY,Kiki Iriafen projected 8.6 rebounds (full game) vs. line of 8.1 — 7% edge to the OVER,1,SELF_EDGE,,PENDING
Kiki Iriafen,WSH,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,START,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,1.40595,1.5,1.54,0.5,PROJECTION ONLY,Kiki Iriafen projected 1.5 assists (full game) vs. line of 1.4 — 7% edge to the OVER,0.2,SELF_EDGE,,PENDING
Kiki Iriafen,WSH,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,START,ACTIVE,3PM,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.35672000000000004,0.4,0.39,0.5,PROJECTION ONLY,Kiki Iriafen projected 0.4 three-pointers (full game) vs. line of 0.4 — 7% edge to the OVER,-0.1,SELF_EDGE,,PENDING
Kiki Iriafen,WSH,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,START,ACTIVE,STL,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.64974,0.7,0.71,0.5,PROJECTION ONLY,Kiki Iriafen projected 0.7 steals (full game) vs. line of 0.6 — 7% edge to the OVER,0.1,SELF_EDGE,,PENDING
Kiki Iriafen,WSH,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,START,ACTIVE,BLK,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,0.27846,0.3,0.31,0.5,PROJECTION ONLY,Kiki Iriafen projected 0.3 blocks (full game) vs. line of 0.3 — 7% edge to the OVER,-0.2,SELF_EDGE,,PENDING
Shakira Austin,WSH,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,START,ACTIVE,PTS,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,11.657100000000002,12.2,12.81,0.5,PROJECTION ONLY,Shakira Austin projected 12.2 points (full game) vs. line of 11.7 — 7% edge to the OVER,1.5,SELF_EDGE,,PENDING
Shakira Austin,WSH,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,START,ACTIVE,REB,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,7.40467,7.9,8.14,0.5,PROJECTION ONLY,Shakira Austin projected 7.9 rebounds (full game) vs. line of 7.4 — 7% edge to the OVER,0.9,SELF_EDGE,,PENDING
Shakira Austin,WSH,,,0.0692,,,OVER,,2026-07-16,WNBA,POR@WSH,,START,ACTIVE,AST,GAME,PLAYER_PROP,WNBA_GAME_PLAYER_PROP,,True,NO_REAL_LINE,False,Projection/reference line only; not a sportsbook +EV alert,2.1557899999999997,2.3,2.37,0.5,PROJECTION ONLY,Shakira Austin projected 2.3 assists (full game) vs. line of 2.2 — 7% edge to the OVER,0.3,SELF_EDGE,,PENDING
